"","X","DNP","Plot","Treatment","Trt","Rep","ToLine","ToSoil","Depth","CoreHt","Enotes","Flag","BagSampWt","RockWt","TinWt","WetSampTinWt","TotWetSampWt","Snotes","DryTinWt","TNotes","CNWeight","C","N","S","CN","WoodWt","WoodVol","WoodVolEst","CoreVol","RockVol","EffVol","moisture","BagWtChk","TotDrySamplWt","Bulk.Density","OM","Mineral"
"77",77,77,17,"Double Litter","DL","C",7.7,6.6,0,2.6,"","",76.67,6.97,1.63,11.55,67.8,"",11.1,"",82.869,10.16,0.42,0.062,24.2,0,0,0,59.51556,3.66842105263158,55.8471389473684,0.0475184794086592,8.87,57.7543951612903,1.03415136835782,17.61744,82.38256
"78",78,78,1,"No Root","NR","C",7.6,8.2,10,5,"","",93.67,8.05,1.6,11.66,84.89,"",11.38,"",86.002,4.298,0.259,1.038,16.6,0,0,0,114.453,4.23684210526316,110.216157894737,0.0286298568507157,8.78,74.4772564612326,0.675738093976774,7.452732,92.547268
"79",79,79,1,"No Root","NR","C",7.6,8.2,7.5,2.25,"","",52.97,0.99,1.39,10.4,44.1,"",10.11,"",80.251,5.42,0.26,0.052,20.8,0,0,0,51.50385,0.521052631578947,50.9827973684211,0.0332568807339451,8.87,41.690577136515,0.817738125180598,9.39828,90.60172
"80",80,80,1,"No Root","NR","C",7.6,8.2,5,2.65,"","",53.46,7.51,1.14,11.82,44.51,"",11.37,"",92.823,4.546,0.231,1.05,19.7,0,0,0,60.66009,3.95263157894737,56.7074584210526,0.0439882697947215,8.95,35.1245786516854,0.619399628015164,7.882764,92.117236
"81",81,81,1,"No Root","NR","C",7.6,8.2,2.5,2.42,"","",45.59,2.26,1.63,10.96,36.76,"",9.79,"",91.432,5.7,0.26,0.045,21.9,0,0,0,55.395252,1.18947368421053,54.2057783157895,0.143382352941177,8.83000000000001,29.8902250803858,0.551421379954232,9.8838,90.1162
"82",82,82,1,"No Root","NR","C",7.6,8.2,0,2.5,"","",42.75,2.43,1.61,10.29,33.84,"",9.74,"",82.173,13.53,0.38,0.06,35.6,0,0,0,57.2265,1.27894736842105,55.947552631579,0.0676506765067649,8.91,29.2657603686636,0.523092771570939,23.46102,76.53898
"83",83,83,17,"Double Litter","DL","A",7.5,8.3,10,4.87,"","",116.3,20.5,1.63,11.69,107.3,"",11.98,"",86.676,3.93,0.21,0.049,18.7,0.2,1,2,111.477222,10.7894736842105,99.6877483157895,-0.0280193236714978,9,89.6931411530815,0.899740867543249,6.81462,93.18538
"84",84,84,17,"Double Litter","DL","A",7.5,8.3,7.5,2.4,"","",45.45,0,1.21,11.57,36.42,"",9.9,"",92.59,4.46,0.27,1.496,16.5,0,0,0,54.93744,0,54.93744,0.192174913693901,9.03,30.5492084942085,0.556072661816941,7.73364,92.26636
"85",85,85,17,"Double Litter","DL","A",7.5,8.3,5,2.5,"","",49.82,1.12,1.64,9.4,40.81,"Light charcoal",9.02,"Small spill before weight",84.901,5.247,0.256,1.194,20.5,0,0,0,57.2265,0.589473684210526,56.6370263157895,0.0514905149051492,9.01,37.6915721649485,0.665493487507494,9.098298,90.901702
"86",86,86,17,"Double Litter","DL","A",7.5,8.3,2.5,2.7,"","",48.68,0,1.56,10.59,39.68,"",8.66,"",87.286,7.83,0.28,4.787,28,0,0,0,61.80462,0,61.80462,0.271830985915493,9,31.1991140642303,0.504802295754433,13.57722,86.42278
"87",87,87,17,"Double Litter","DL","A",7.5,8.3,0,2.9,"","",60.52,3.36,1.58,11.77,51.57,"",9.35,"",96.265,8.54,0.29,0.07,29.4,0,0,0,66.38274,1.76842105263158,64.6143189473684,0.311454311454311,8.95,35.9627576054956,0.556575666065428,14.80836,85.19164
"88",88,88,17,"Double Litter","DL","B",7.7,8,10,4.9,"","",84.86,1.51,1.62,11.93,75.97,"Light charcoal",11.71,"",85.16,8.78,0.29,0.05,30.3,0,0,0,112.16394,0.794736842105263,111.369203157895,0.0218037661050544,8.89,72.8389136760427,0.654031021239998,15.22452,84.77548
"89",89,89,17,"Double Litter","DL","B",7.7,8,7.5,2.57,"","",34.87,4,1.6,8.72,26.01,"ALL WOOD",8.36,"",95.75,17.8,0.43,0.108,41.4,0,0,0,58.828842,2.10526315789474,56.7235788421053,0.0532544378698227,8.86,20.6948876404494,0.364837481394736,30.8652,69.1348
"90",90,90,17,"Double Litter","DL","B",7.7,8,5,2.3,"","",21.61,0,1.63,6.06,12.9,"Almost ALL WOOD, some charcoal, no 2mm extra",NA,NA,NA,NA,NA,NA,NA,0,0,0,52.64838,0,52.64838,NA,8.71,NA,NA,NA,NA
"91",91,91,17,"Double Litter","DL","B",7.7,8,2.5,2.4,"","",26.59,0,1.38,10.47,17.7,"",9.8,"",84.327,27.689,0.638,3.165,43.4,0,0,0,54.93744,0,54.93744,0.0795724465558192,8.89,16.3953795379538,0.29843726860869,48.012726,51.987274
"92",92,92,17,"Double Litter","DL","B",7.7,8,0,2.6,"","",28.91,0.79,1.37,10.39,19.98,"",9.61,"",91.943,30.43,0.76,1.125,40,0,0,0,59.51556,0.415789473684211,59.0997705263158,0.0946601941747574,8.93,17.4622394678492,0.295470512192153,52.76562,47.23438
"93",93,93,4,"No Root","NR","C",7.8,7,10,5.2,"","",116.9,0,1.65,11.27,107.99,"Some charcoal",12.73,"",90.444,2.95,0.22,0.079,13.4,0,0,0,119.03112,0,119.03112,-0.131768953068592,8.91000000000001,124.379334719335,1.04493123075154,5.1153,94.8847
"94",94,94,4,"No Root","NR","C",7.8,7,7.5,2.2,"","",59.29,0,1.64,11.94,50.36,"Light charcoal",11.48,"",94.092,2.876,0.195,1.11,14.7,0,0,0,50.35932,0,50.35932,0.0467479674796747,8.93,48.1109126213592,0.955352705742635,4.986984,95.013016
"95",95,95,4,"No Root","NR","C",7.8,7,5,2.5,"","",55.61,1.59,1.62,10.17,46.8,"",10.09,"Or 181?",88.104,3.02,0.2,0.046,15.1,0,0,0,57.2265,0.836842105263158,56.3896578947368,0.00944510035419148,8.81,44.7721052631579,0.793977245734216,5.23668,94.76332
"96",96,96,4,"No Root","NR","C",7.8,7,2.5,2.48,"","",68.45,1.81,1.58,10.02,59.59,"",9.66,"",80.63,7.62,0.33,0.059,23.1,0,0,0,56.768688,0.952631578947368,55.8160564210526,0.0445544554455445,8.86,55.2382464454976,0.989647961310698,13.21308,86.78692
"97",97,97,4,"No Root","NR","C",7.8,7,0,2.3,"","",54.25,1.08,0.99,12.51,45.41,"",11.97,"",90.91,4.13,0.23,0.052,18,0,0,0,52.64838,0.568421052631579,52.0799589473684,0.0491803278688524,8.84,42.20140625,0.810319499150305,7.16142,92.83858
"98",98,98,5,"Double Wood","DW","A",7.9,10.6,10,5.23,"","",121.12,0,1.32,12.33,112.12,"",10.94,"",94.39,3.45,0.23,0.068,15,0,0,0,119.717838,0,119.717838,0.144490644490645,9,97.9649772933697,0.818298917938776,5.9823,94.0177
"99",99,99,5,"Double Wood","DW","A",7.9,10.6,7.5,2.7,"","",44.9,0,1.6,10.64,36.99,"",9.93,"",96.66,8.08,0.34,0.092,23.8,0,0,0,61.80462,0,61.80462,0.0852340936374551,7.91,34.0848119469027,0.551492945784678,14.01072,85.98928
"100",100,100,5,"Double Wood","DW","A",7.9,10.6,5,1.97,"","",20.71,0,1.39,7.51,11.74,"Very little sample, LOTS OF WOOD",6.98,"",86.12,17.672,0.492,0.06,35.9,0,0,0,45.094482,0,45.094482,0.0948121645796063,8.97,10.7233006535948,0.237796292983136,30.643248,69.356752
"101",101,101,5,"Double Wood","DW","A",7.9,10.6,2.5,2.75,"","",26.11,1.61,1.14,8.56,17.21,"mostly wood",7.85,"",86.5,19.19,0.53,0.11,36.2,0,0,0,62.94915,0.847368421052632,62.1017815789474,0.105812220566319,8.9,13.9532210242588,0.224683103600186,33.27546,66.72454
"102",102,102,5,"Double Wood","DW","A",7.9,10.6,0,2.35,"","",19.76,0,0.96,6.46,10.93,"mostly wood",5.92,"",85.962,20.716,0.625,0.183,33.1,0,0,0,53.79291,0,53.79291,0.108870967741935,8.83,9.85687272727273,0.183237395546601,35.921544,64.078456
"103",103,103,5,"Double Wood","DW","B",7.9,8,10,4.88,"","",103.74,0,1.55,12.38,101.01,"Sample burned, some sample LOST",11.11,"",83.171,0.897,0.062,0.033,14.5,0,0,0,111.706128,0,111.706128,0.132845188284519,2.72999999999999,89.1648753462604,0.798209345742074,1.555398,98.444602
"104",104,104,5,"Double Wood","DW","B",7.9,8,7.5,2.7,"","",64.46,0,1.38,13.47,61.74,"Burned in oven - no loss",11.91,"",91.662,0.856,0.073,0.062,11.7,0,0,0,61.80462,0,61.80462,0.148148148148148,2.71999999999999,53.7735483870968,0.870057099082508,1.484304,98.515696
"105",105,105,5,"Double Wood","DW","B",7.9,8,5,2.05,"","",35.33,0,0.98,12.62,32.66,"Sample burned, some sample LOST",11.73,"",90.626,1.874,0.127,0.037,14.8,0.31,1,2,46.92573,0,45.92573,0.0827906976744185,2.67,29.8528006872852,0.650023433210212,3.249516,96.750484
"106",106,106,5,"Double Wood","DW","B",7.9,8,2.5,2.6,"","",46.63,0,1.57,11.32,43.96,"Burned in oven - no loss",10.15,"",94.062,2.533,0.127,0.036,19.9,1.53,3,4,59.51556,0,56.51556,0.136363636363636,2.67,37.1548,0.657426025682131,4.392222,95.607778
"107",107,107,5,"Double Wood","DW","B",7.9,8,0,2.6,"","",47.07,0,1.58,10.88,44.4,"Burned in oven - no loss",8.91,"",82.11,6.129,0.258,0.065,23.8,3.14,4.1,6,59.51556,0,55.41556,0.268758526603001,2.67,31.8548387096774,0.574835636591553,10.627686,89.372314
"108",108,108,5,"Double Wood","DW","C",7.7,9.1,10,4.8,"","",104.74,0.84,1.4,12.74,102.11,"Burned in oven - no loss",10.75,"",86.745,1.382,0.086,0.032,16.1,0.33,1.1,3,109.87488,0.442105263157895,108.332774736842,0.212834224598931,2.63,83.0212257495591,0.766353727680576,2.396388,97.603612
"109",109,109,5,"Double Wood","DW","C",7.7,9.1,7.5,2.45,"","",63.18,1.993,1.22,11.88,53.3,"",11.03,"",85.124,1.905,0.112,0.035,17,0,0,0,56.08197,1.04894736842105,55.033022631579,0.0866462793068299,9.88,47.057,0.855068425280312,3.30327,96.69673
"110",110,110,5,"Double Wood","DW","C",7.7,9.1,5,2.45,"","",51.93,0,1.44,13.43,49.28,"Burned in oven - no loss",12.04,"",96.319,2.548,0.138,0.042,18.5,0,0,0,56.08197,0,56.08197,0.131132075471698,2.65,43.5669724770642,0.776844545173149,4.418232,95.581768
"111",111,111,5,"Double Wood","DW","C",7.7,9.1,2.5,2.6,"","",43.49,0,1.16,9.42,34.36,"burned bag - no loss",8.74,"",90.47,6.5,0.27,0.08,24.1,0,0,0,59.51556,0,59.51556,0.0897097625329815,9.13,31.5313317191283,0.529799798895084,11.271,88.729
"112",112,112,5,"Double Wood","DW","C",7.7,9.1,0,2.55,"","",16.63,0.71,1.61,10.25,14.02,"Burned in oven - no loss",9.54,"",96.915,14.192,0.465,0.053,30.5,0,0,0,58.37103,0.373684210526316,57.9973457894737,0.0895334174022701,2.61,12.1578935185185,0.209628446837047,24.608928,75.391072
"113",113,113,14,"Control","CTL","A",7.7,10.3,10,5.25,"Top 5 cm may be inaccurate due to compaction","",90.76,0,1.57,11.01,81.95,"LOTS OF WOOD",9.03,"",84.026,8.261,0.229,0.051,36.1,0,0,0,120.17565,0,120.17565,0.265415549597855,8.81,64.7613347457627,0.538888990787757,14.324574,85.675426
"114",114,114,14,"Control","CTL","A",7.7,10.3,7.5,2.3,"Top 5 cm may be inaccurate due to compaction","",24.94,0,1.6,4.33,16.13,"ALL WOOD",3.61,"",86.336,48.482,0.756,0.088,64.1,0,0,0,52.64838,0,52.64838,0.358208955223881,8.81,11.8759340659341,0.225570740560945,84.067788,15.932212
"115",115,115,14,"Control","CTL","A",7.7,10.3,5,2.6,"Top 5 cm may be inaccurate due to compaction","",22.36,0,1.63,4.77,13.47,"ALL WOOD",3.92,"",83.701,51.83,1.11,1.272,46.7,0,0,0,59.51556,0,59.51556,0.37117903930131,8.89,9.82366242038217,0.16506040471403,89.87322,10.12678
"116",116,116,14,"Control","CTL","A",7.7,10.3,2.5,2.4,"Top 5 cm may be inaccurate due to compaction","X",17.46,0,1.64,3.76,8.49,"ALL WOOD",3.37,"",93.986,49.77,1.13,0.133,44,0,0,0,54.93744,0,54.93744,0.225433526011561,8.97,6.92816037735849,0.126109996704588,86.30118,13.69882
"117",117,117,14,"Control","CTL","A",7.7,10.3,0,1.001,"Top 5 cm may be inaccurate due to compaction","X",15.6,0,1.12,4.2,6.8,"ALL WOOD",3.79,"",92.069,45.8,1.21,0.142,37.9,0,0,0,22.9134906,0,22.9134906,0.153558052434457,8.8,5.89480519480519,0.257263517711491,79.4172,20.5828
"118",118,118,14,"Control","CTL","C",7.7,8.1,10,5.05,"","",117.88,0,0.98,12.71,109.06,"",11.42,"",90.225,3.208,0.161,0.046,19.9,1.19,2,5,115.59753,0,113.59753,0.123563218390805,8.81999999999999,95.876189258312,0.843998890277914,5.562672,94.437328
"119",119,119,14,"Control","CTL","C",7.7,8.1,7.5,2.23,"","",49.97,0,1.14,10.21,41.03,"lots of little wood and charcoal",9.31,"",92.788,5.46,0.23,4.959,23.7,0,0,0,51.046038,0,51.046038,0.11015911872705,8.94,36.9586659316428,0.724026141492955,9.46764,90.53236
"120",120,120,14,"Control","CTL","C",7.7,8.1,5,2.55,"","",60.73,0,1.65,12.32,51.79,"SOME CHARCOAL AND WOOD IN < 2MM",11.14,"",94.028,2.69,0.15,0.076,17.9,0,0,0,58.37103,0,58.37103,0.124341412012645,8.94,46.0625210871603,0.789133258178933,4.66446,95.33554
"121",121,121,14,"Control","CTL","C",7.7,8.1,2.5,2.6,"","",59.29,0,1.58,12.75,50.4,"",11.74,"",81.452,2.342,0.122,0.039,19.2,0,0,0,59.51556,0,59.51556,0.0994094488188976,8.89,45.8427931960609,0.770265678354717,4.061028,95.938972
"122",122,122,14,"Control","CTL","C",7.7,8.1,0,2.4,"","",55.38,0.61,1.15,10.73,46.48,"lots of little wood and charcoal",9.45,"",81.34,6.89,0.29,0.097,23.8,0,0,0,54.93744,0.321052631578947,54.6163873684211,0.15421686746988,8.90000000000001,39.6597286012526,0.726150712490802,11.94726,88.05274
"123",123,124,4,"No Root","NR","A",7.7,7.7,10,5.05,"","",134.5,0,1.59,13.38,125.68,"",11.85,"",86.443,2.441,0.147,0.035,16.6,1.33,2,5,115.59753,0,113.59753,0.149122807017544,8.81999999999999,108.040381679389,0.951080377182403,4.232694,95.767306
"124",124,125,4,"No Root","NR","A",7.7,7.7,7.5,2.4,"","",63.19,0.91,1.61,13.59,54.41,"",12.79,"",95.59,2.493,0.158,0.034,15.8,0,0,0,54.93744,0.478947368421053,54.458492631579,0.0715563506261181,8.78,49.8666110183639,0.915681073945989,4.322862,95.677138
"125",125,126,4,"No Root","NR","A",7.7,7.7,5,2.47,"","",60.04,0,1.01,11.59,50.97,"burned bag - no loss",10.83,"",84.554,2.59,0.18,1.653,14.4,0,0,0,56.539782,0,56.539782,0.0773930753564155,9.07,47.3086389413989,0.836731895099964,4.49106,95.50894
"126",126,127,4,"No Root","NR","A",7.7,7.7,2.5,2.6,"","",60.85,0.606,1.58,12.32,52,"",11.52,"",80.249,2.809,0.191,0.04,14.7,0,0,0,59.51556,0.318947368421053,59.196612631579,0.0804828973843059,8.85,47.5206294227188,0.802759267974879,4.870806,95.129194
"127",127,128,4,"No Root","NR","A",7.7,7.7,0,2.4,"","",85.7,1.44,1.22,13.11,76.89,"",11.68,"",83.946,5.852,0.264,0.164,22.2,0,0,0,54.93744,0.757894736842105,54.1795452631579,0.136711281070746,8.81,66.2025063078217,1.2219095968094,10.147368,89.852632
"128",128,129,69,"No Input","NI","C",7.6,5.9,10,4.93,"","",103.63,3.18,1.22,12.68,94.811,"",12.47,"",93.908,2.79,0.173,1.021,16.1,0,0,0,112.850658,1.67368421052632,111.176973789474,0.0186666666666666,8.81899999999999,89.8936256544503,0.808563343563157,4.83786,95.16214
"129",129,130,69,"No Input","NI","C",7.6,5.9,7.5,2.48,"","",60.8,0,1.57,11.2,51.86,"",10.44,"",94.146,3.282,0.183,0.092,17.9,0,0,0,56.768688,0,56.768688,0.0856820744081172,8.94,47.7672066458982,0.841435804292293,5.690988,94.309012
"130",130,131,69,"No Input","NI","C",7.6,5.9,5,2.4,"","",58.93,3.75,1.64,12.47,50.24,"",11.14,"",82.094,3.907,0.204,1.156,19.1,0,0,0,54.93744,1.97368421052632,52.9637557894737,0.14,8.69,40.3201754385965,0.761278629840105,6.774738,93.225262
"131",131,132,69,"No Input","NI","C",7.6,5.9,2.5,2.4,"","",50.08,2.31,1.61,10.7,41.44,"",11.52,"",86.92,3.93,0.235,1.069,16.7,0,0,0,54.93744,1.21578947368421,53.7216505263158,-0.082744702320888,8.64,42.8682618261826,0.797969932163261,6.81462,93.18538
"132",132,133,69,"No Input","NI","C",7.6,5.9,0,2.7,"Top core measured ~4.5 cm when extracted…?","",104.83,3.55,1.62,12.69,96.1,"",11.57,"",92.093,4.903,0.231,1.264,21.2,0,0,0,61.80462,1.86842105263158,59.9361989473684,0.112562814070352,8.73,82.827145438121,1.38192189182457,8.501802,91.498198
"133",133,134,4,"No Root","NR","B",7.6,8.1,10,5.96,"","",127.63,0,1.57,11.82,118.59,"",10.36,"",96.959,1.97,0.15,2.244,13.1,0,0,0,136.427976,0,136.427976,0.166097838452787,9.03999999999999,101.698156097561,0.745434764036673,3.41598,96.58402
"134",134,135,4,"No Root","NR","B",7.6,8.1,7.5,2.37,"","",59.81,0,1.31,11.8,50.77,"",11.02,"",90.174,2.32,0.16,0.052,14.5,0,0,0,54.250722,0,54.250722,0.0803295571575696,9.04,46.994918970448,0.866254258707341,4.02288,95.97712
"135",135,136,4,"No Root","NR","B",7.6,8.1,5,2.65,"","",58.16,0,1.15,10.97,49.21,"",10.22,"",81.808,2.67,0.18,0.076,14.8,0,0,0,60.66009,0,60.66009,0.0826901874310915,8.95,45.4515987780041,0.749283404920831,4.62978,95.37022
"136",136,137,4,"No Root","NR","B",7.6,8.1,2.5,2.35,"","",49.32,0.63,1.62,11.54,40.61,"",11.95,"",91.569,3.65,0.19,1.161,19.2,0,0,0,53.79291,0.331578947368421,53.4613310526316,-0.0396902226524686,8.71,41.6584375,0.779225595019101,6.3291,93.6709
"137",137,138,4,"No Root","NR","B",7.6,8.1,0,2.35,"","",54.99,0,1.61,11.69,46.03,"",10.6,"",98.305,9.96,0.34,0.084,29.3,0,0,0,53.79291,0,53.79291,0.121245828698554,8.96,41.0525496031746,0.763159115265833,17.27064,82.72936
"138",138,139,14,"Control","CTL","B",7.7,8.7,10,5.4,"Top 0-7.5 cm mostly wood","",127.6,6.89,1.63,10.87,118.7,"",9.33,"",85.679,4.58,0.21,0.079,21.8,0,0,0,123.60924,3.62631578947368,119.982924210526,0.2,8.89999999999999,92.0266666666667,0.766998031363141,7.94172,92.05828
"139",139,140,14,"Control","CTL","B",7.7,8.7,7.5,2.1,"Top 0-7.5 cm mostly wood","",37.49,3.18,1.64,11.91,28.57,"",10.9,"",90.979,8.98,0.28,0.083,32.1,1.27,3,6,48.07026,1.67368421052632,43.3965757894737,0.109071274298056,8.92,21.3102921129503,0.491059299616892,15.57132,84.42868
"140",140,141,14,"Control","CTL","B",7.7,8.7,5,2.2,"Top 0-7.5 cm mostly wood","X",28.49,0,1.12,6.6,19.72,"mostly wood",5.55,"",96.454,17.03,0.37,0.089,46,0,0,0,50.35932,0,50.35932,0.237020316027088,8.77,15.9415328467153,0.316555760616214,29.53002,70.46998
"141",141,142,14,"Control","CTL","B",7.7,8.7,2.5,2.75,"Top 0-7.5 cm mostly wood","X",18.08,0,1.01,4.07,9.25,"ALL WOOD",3.7,"",98.328,29.89,0.53,0.068,56.4,0,0,0,62.94915,0,62.94915,0.137546468401487,8.83,8.13153594771242,0.129176262867925,51.82926,48.17074
"142",142,143,14,"Control","CTL","B",7.7,8.7,0,2.4,"Top 0-7.5 cm mostly wood","X",24.18,0,1.16,4.85,15.23,"ALL WOOD",3.92,"",97.462,42.84,0.75,0.093,57.1,0,0,0,54.93744,0,54.93744,0.33695652173913,8.95,11.3915447154472,0.207354851544723,74.28456,25.71544
"143",143,144,6,"No Root","NR","A",5.9,8.8,10,4.88,"Short PVC tube, likely not a problem","",107.41,11.84,1.64,11.86,98.29,"Big rocks",11.72,"",89.721,2.671,0.16,0.978,16.6,0,0,0,111.706128,6.23157894736842,105.474549052632,0.0138888888888888,9.11999999999999,85.1035616438356,0.806863479467157,4.631514,95.368486
"144",144,145,6,"No Root","NR","A",5.9,8.8,7.5,2.3,"Short PVC tube, likely not a problem","",44.12,0,0.97,13.18,39.19,"",12.72,"",91.897,3.828,0.191,0.058,20,0,0,0,52.64838,0,52.64838,0.0391489361702127,4.93,37.7135544635545,0.716328868306194,6.637752,93.362248
"145",145,146,6,"No Root","NR","A",5.9,8.8,5,2.43,"Short PVC tube, likely not a problem","",46.13,2,1.6,11.36,37.4,"",10.96,"",97.529,3.51,0.199,1.235,17.6,0,0,0,55.624158,1.05263157894737,54.5715264210526,0.0427350427350426,8.73,33.8672131147541,0.620602268909392,6.08634,93.91366
"146",146,147,6,"No Root","NR","A",5.9,8.8,0,5.001,"Short PVC tube, likely not a problem","",68.33,5.65,1.62,15.59,59.73,"",11.41,"",85.488,4.296,0.221,1.225,19.5,0,0,0,114.4758906,2.97368421052632,111.502206389474,0.426966292134831,8.6,36.208031496063,0.324729282661811,7.449264,92.550736
"147",147,148,69,"No Input","NI","A",7.9,8.7,7.5,7.501,"Accidentally cut off 7.5 cm instead of 5 cm from end","X",152.94,2.41,1.61,12.95,144.25,"Large sample",12.66,"",81.409,3.775,0.215,1.093,17.6,0,0,0,171.7023906,1.26842105263158,170.433969547368,0.0262443438914026,8.69,138.1510670194,0.81058410706678,6.54585,93.45415
"148",148,149,69,"No Input","NI","A",7.9,8.7,5,2.42,"","",55.73,4.38,1.63,13.43,46.86,"",11.74,"",83.68,4.081,0.232,1.085,17.6,0,0,0,55.395252,2.30526315789474,53.0899888421053,0.167161226508408,8.87,35.7686949152542,0.673737096114933,7.076454,92.923546
"149",149,150,69,"No Input","NI","A",7.9,8.7,2.5,2.4,"","",40.28,0,1.14,10.06,31.24,"",9.71,"",97.663,5.492,0.263,1.167,20.8,0,0,0,54.93744,0,54.93744,0.0408401400233372,9.04,30.0142152466368,0.546334435070814,9.523128,90.476872
"150",150,151,69,"No Input","NI","A",7.9,8.7,0,2.55,"","",54.71,5.57,1.62,11.92,46.04,"Small charcoal + wood",9.95,"",81.954,9.011,0.372,1.498,24.2,0,0,0,58.37103,2.93157894736842,55.4394510526316,0.236494597839136,8.67,31.6642912621359,0.571150880121005,15.625074,84.374926
"151",151,151,69,"No Input","NI","A",7.9,8.7,0,2.55,"","",54.71,5.57,1.62,11.92,46.04,"Small charcoal + wood",12.23,"",81.954,9.011,0.372,1.498,24.2,0,0,0,58.37103,2.93157894736842,55.4394510526316,-0.0292177191328934,8.67,41.8556699029126,0.754979876391215,15.625074,84.374926
"152",152,152,49,"No Input","NI","B",7.9,8.3,10,4.9,"","",124.71,5.89,1.62,12.66,116.13,"",11.94,"",85.385,1.62,0.148,0.945,10.9,0,0,0,112.16394,3.1,109.06394,0.069767441860465,8.58,102.666304347826,0.941340504916896,2.80908,97.19092
"153",153,153,49,"No Input","NI","B",7.9,8.3,7.5,2.6,"","",63.31,2.4,1.66,14.34,54.68,"",11.68,"",92.016,2.146,0.169,1.131,12.7,0,0,0,59.51556,1.26315789473684,58.2524021052632,0.265469061876248,8.63,40.8092744479495,0.700559512965773,3.721164,96.278836
