JAR,AMENDMENT,TRT,DAY,HOUR,X12C,X13C
170,OXALATE,NR,12,280,356.779793,15.18706587
171,OXALATE,NR,12,280,332.1000977,14.29974018
178,PHENOL,NR,12,280,276.9031014,3.833747698
179,PHENOL,NR,12,280,253.2678286,3.606160642
180,PHENOL,NR,12,280,249.4866327,3.524657549
7,CELLULOSE,CTL,13,304,272.4584206,1.191738875
8,CELLULOSE,CTL,13,304,320.6092344,1.124739246
9,CELLULOSE,CTL,13,304,260.0710822,0.845763115
25,OXALATE,CTL,13,304,310.085534,15.10622694
26,OXALATE,CTL,13,304,327.9213019,12.52292582
27,OXALATE,CTL,13,304,293.8567322,11.39948738
34,PHENOL,CTL,13,304,297.3183748,3.596755944
35,PHENOL,CTL,13,304,280.7749473,3.689459973
36,PHENOL,CTL,13,304,332.3365705,3.931415603
43,CELLULOSE,DW,13,304,400.559184,0.847482117
44,CELLULOSE,DW,13,304,336.2556544,1.370052919
45,CELLULOSE,DW,13,304,435.5718747,0.88916383
61,OXALATE,DW,13,304,443.2228757,14.43523484
62,OXALATE,DW,13,304,463.6519368,15.59117904
63,OXALATE,DW,13,304,472.8651657,13.45484233
70,PHENOL,DW,13,304,434.3846463,6.345830714
71,PHENOL,DW,13,304,488.1772101,6.141822128
72,PHENOL,DW,13,304,464.4716728,6.066364908
79,CELLULOSE,DL,13,304,,
80,CELLULOSE,DL,13,304,333.5512784,1.19949186
81,CELLULOSE,DL,13,304,376.1297838,1.704272755
97,OXALATE,DL,13,304,357.6716177,13.056023
98,OXALATE,DL,13,304,,
99,OXALATE,DL,13,304,401.8693822,12.13167556
106,PHENOL,DL,13,304,407.2588915,4.377447401
107,PHENOL,DL,13,304,356.1127804,3.966536309
108,PHENOL,DL,13,304,357.0045247,4.020851899
115,CELLULOSE,NI,13,304,229.7920135,2.430761894
116,CELLULOSE,NI,13,304,219.2614046,2.645236756
117,CELLULOSE,NI,13,304,200.0543461,2.32008914
133,OXALATE,NI,13,304,211.8317907,14.56679166
134,OXALATE,NI,13,304,204.1578416,13.75207412
135,OXALATE,NI,13,304,207.5925607,12.9419536
142,PHENOL,NI,13,304,236.9937328,4.557228062
143,PHENOL,NI,13,304,220.7593943,4.417790345
144,PHENOL,NI,13,304,174.3427145,3.716940772
151,CELLULOSE,NR,13,304,309.9467491,3.052160197
152,CELLULOSE,NR,13,304,310.6102151,2.968276343
153,CELLULOSE,NR,13,304,267.3305484,2.25896354
169,OXALATE,NR,13,304,322.4911193,14.41404819
170,OXALATE,NR,13,304,383.58062,15.25539722
171,OXALATE,NR,13,304,356.4053412,14.35993807
178,PHENOL,NR,13,304,296.308613,3.914331321
179,PHENOL,NR,13,304,271.7841126,3.681029377
180,PHENOL,NR,13,304,268.4330321,3.602255906
7,CELLULOSE,CTL,14,328,291.1807245,1.31837069
8,CELLULOSE,CTL,14,328,344.3302976,1.237187924
9,CELLULOSE,CTL,14,328,274.6428039,0.925471115
25,OXALATE,CTL,14,328,317.5815837,15.11568077
26,OXALATE,CTL,14,328,349.6814006,12.56098725
27,OXALATE,CTL,14,328,303.540539,11.41306114
34,PHENOL,CTL,14,328,308.6654739,3.639685529
35,PHENOL,CTL,14,328,300.7017463,3.774586787
36,PHENOL,CTL,14,328,348.9459122,3.998289015
43,CELLULOSE,DW,14,328,417.1641531,0.902067453
44,CELLULOSE,DW,14,328,356.5584547,1.517586826
45,CELLULOSE,DW,14,328,471.3229336,1.00488793
61,OXALATE,DW,14,328,475.1116288,14.48725929
62,OXALATE,DW,14,328,492.9131929,15.6386839
63,OXALATE,DW,14,328,508.6264558,13.51094007
70,PHENOL,DW,14,328,468.2919513,6.47326107
71,PHENOL,DW,14,328,520.237785,6.248995755
72,PHENOL,DW,14,328,488.4189689,6.144759552
79,CELLULOSE,DL,14,328,,
80,CELLULOSE,DL,14,328,353.8980208,1.340572998
81,CELLULOSE,DL,14,328,397.9981939,1.899500087
97,OXALATE,DL,14,328,371.5927635,13.0777912
98,OXALATE,DL,14,328,,
99,OXALATE,DL,14,328,426.779048,12.17238608
106,PHENOL,DL,14,328,436.8712546,4.49383959
107,PHENOL,DL,14,328,376.4435726,4.04387478
108,PHENOL,DL,14,328,375.7610158,4.088816057
115,CELLULOSE,NI,14,328,248.3266878,2.911326361
116,CELLULOSE,NI,14,328,233.8958795,3.110724846
117,CELLULOSE,NI,14,328,215.7218183,2.785215727
133,OXALATE,NI,14,328,219.5494479,14.59253486
134,OXALATE,NI,14,328,213.1462597,13.76965441
135,OXALATE,NI,14,328,219.9142404,12.97008057
142,PHENOL,NI,14,328,255.6052126,4.664686794
143,PHENOL,NI,14,328,235.2887354,4.49960909
144,PHENOL,NI,14,328,187.0840289,3.791128964
151,CELLULOSE,NR,14,328,334.4917745,3.408626137
152,CELLULOSE,NR,14,328,336.8604504,3.335112763
153,CELLULOSE,NR,14,328,278.1708278,2.382301183
169,OXALATE,NR,14,328,341.7214648,14.44960135
170,OXALATE,NR,14,328,410.2535645,15.30510809
171,OXALATE,NR,14,328,380.4498434,14.40572054
178,PHENOL,NR,14,328,312.728747,3.976725044
179,PHENOL,NR,14,328,283.7159358,3.724832807
180,PHENOL,NR,14,328,287.5727838,3.679433982
7,CELLULOSE,CTL,15,352,,
8,CELLULOSE,CTL,15,352,365.2593455,1.342099705
9,CELLULOSE,CTL,15,352,288.4251582,1.00544751
25,OXALATE,CTL,15,352,324.8733335,15.12613497
26,OXALATE,CTL,15,352,375.6984993,12.60355105
27,OXALATE,CTL,15,352,319.1678193,11.43605736
34,PHENOL,CTL,15,352,328.5396219,3.715705282
35,PHENOL,CTL,15,352,326.8129041,3.880197287
36,PHENOL,CTL,15,352,368.3549075,4.071660697
43,CELLULOSE,DW,15,352,450.6393515,1.017530503
44,CELLULOSE,DW,15,352,369.1807362,1.619539941
45,CELLULOSE,DW,15,352,508.1620088,1.130441037
61,OXALATE,DW,15,352,510.2695166,14.54552555
62,OXALATE,DW,15,352,525.7709224,15.69003919
63,OXALATE,DW,15,352,547.3114663,13.57116721
70,PHENOL,DW,15,352,505.2962187,6.610807457
71,PHENOL,DW,15,352,558.7100038,6.369448536
72,PHENOL,DW,15,352,517.741203,6.234574997
79,CELLULOSE,DL,15,352,,
80,CELLULOSE,DL,15,352,379.4987808,1.513500422
81,CELLULOSE,DL,15,352,424.7004577,2.112677219
97,OXALATE,DL,15,352,395.6460763,13.11855948
98,OXALATE,DL,15,352,,
99,OXALATE,DL,15,352,459.2078469,12.2278375
106,PHENOL,DL,15,352,463.9966427,4.577568855
107,PHENOL,DL,15,352,395.6179982,4.106673758
108,PHENOL,DL,15,352,388.3410148,4.127288272
115,CELLULOSE,NI,15,352,265.8154882,3.37813783
116,CELLULOSE,NI,15,352,251.5952839,3.661608858
117,CELLULOSE,NI,15,352,231.994099,3.234469785
133,OXALATE,NI,15,352,229.181733,14.63077851
134,OXALATE,NI,15,352,223.4711603,13.7989979
135,OXALATE,NI,15,352,235.7117634,13.02980619
142,PHENOL,NI,15,352,271.5247973,4.722537491
143,PHENOL,NI,15,352,251.7574639,4.570946696
144,PHENOL,NI,15,352,191.7163125,3.79857216
151,CELLULOSE,NR,15,352,344.7784355,3.504960765
152,CELLULOSE,NR,15,352,364.7373584,3.670869424
153,CELLULOSE,NR,15,352,294.3169972,2.546835884
169,OXALATE,NR,15,352,352.2686579,14.46993798
170,OXALATE,NR,15,352,440.2255783,15.40708848
171,OXALATE,NR,15,352,409.7009304,14.47707922
178,PHENOL,NR,15,352,330.2565115,4.042646617
179,PHENOL,NR,15,352,296.218181,3.768906239
180,PHENOL,NR,15,352,298.7391035,3.716517252
7,CELLULOSE,CTL,16,376,,
8,CELLULOSE,CTL,16,376,394.8170818,1.489271824
9,CELLULOSE,CTL,16,376,310.8840658,1.131634665
25,OXALATE,CTL,16,376,342.9301033,15.15713519
26,OXALATE,CTL,16,376,402.5757991,12.65007574
27,OXALATE,CTL,16,376,324.5577263,11.44042478
34,PHENOL,CTL,16,376,349.6693853,3.79637659
35,PHENOL,CTL,16,376,350.8109154,3.978560743
36,PHENOL,CTL,16,376,386.4553103,4.140500415
43,CELLULOSE,DW,16,376,488.0844102,1.147773495
44,CELLULOSE,DW,16,376,389.4877844,1.773491851
45,CELLULOSE,DW,16,376,545.8160683,1.258097943
61,OXALATE,DW,16,376,549.2421288,14.60808264
62,OXALATE,DW,16,376,559.4153284,15.74019763
63,OXALATE,DW,16,376,594.5733031,13.64024397
70,PHENOL,DW,16,376,546.2620978,6.761947938
71,PHENOL,DW,16,376,599.9561633,6.501155417
72,PHENOL,DW,16,376,550.7651669,6.339569751
79,CELLULOSE,DL,16,376,,
80,CELLULOSE,DL,16,376,402.6588151,1.681993777
81,CELLULOSE,DL,16,376,447.1078591,2.297717041
97,OXALATE,DL,16,376,422.3881709,13.16181228
98,OXALATE,DL,16,376,,
99,OXALATE,DL,16,376,490.4827511,12.27626639
106,PHENOL,DL,16,376,496.4147778,4.704525631
107,PHENOL,DL,16,376,420.1444314,4.196376202
108,PHENOL,DL,16,376,400.3263854,4.166462653
115,CELLULOSE,NI,16,376,281.630591,3.784998488
116,CELLULOSE,NI,16,376,265.8812779,4.109727026
117,CELLULOSE,NI,16,376,248.788901,3.668413661
133,OXALATE,NI,16,376,238.1378119,14.6495308
134,OXALATE,NI,16,376,230.9518602,13.80361856
135,OXALATE,NI,16,376,252.2738933,13.05633978
142,PHENOL,NI,16,376,291.7907977,4.836894666
143,PHENOL,NI,16,376,267.3338336,4.657935806
144,PHENOL,NI,16,376,200.509296,3.842102126
151,CELLULOSE,NR,16,376,365.5341342,3.733477979
152,CELLULOSE,NR,16,376,392.8853139,4.007648365
153,CELLULOSE,NR,16,376,315.5010815,2.757563606
169,OXALATE,NR,16,376,374.4836042,14.50744238
170,OXALATE,NR,16,376,466.4243073,15.41156182
171,OXALATE,NR,16,376,428.9124054,14.49929515
178,PHENOL,NR,16,376,348.0761657,4.108722496
179,PHENOL,NR,16,376,305.4712075,3.799182645
180,PHENOL,NR,16,376,,
7,CELLULOSE,CTL,17,397,,
8,CELLULOSE,CTL,17,397,417.7349195,1.595589153
9,CELLULOSE,CTL,17,397,332.9475436,1.249012133
25,OXALATE,CTL,17,397,367.1189632,15.19646892
26,OXALATE,CTL,17,397,424.8160931,12.68490675
27,OXALATE,CTL,17,397,346.0854174,11.47327667
34,PHENOL,CTL,17,397,368.7640063,3.86871135
35,PHENOL,CTL,17,397,370.9525982,4.062577641
36,PHENOL,CTL,17,397,406.3870686,4.218205489
43,CELLULOSE,DW,17,397,515.6451455,1.240700841
44,CELLULOSE,DW,17,397,421.797585,1.993189172
45,CELLULOSE,DW,17,397,578.1140805,1.362035992
61,OXALATE,DW,17,397,576.8714905,14.64844423
62,OXALATE,DW,17,397,590.6995078,15.78627288
63,OXALATE,DW,17,397,624.6769258,13.68315761
70,PHENOL,DW,17,397,575.0126118,6.85824892
71,PHENOL,DW,17,397,631.7468727,6.599627223
72,PHENOL,DW,17,397,581.1780235,6.434748531
79,CELLULOSE,DL,17,397,,
80,CELLULOSE,DL,17,397,427.594737,1.846370718
81,CELLULOSE,DL,17,397,472.8262847,2.489846713
97,OXALATE,DL,17,397,447.1518355,13.20159068
98,OXALATE,DL,17,397,,
99,OXALATE,DL,17,397,520.3665696,12.32021971
106,PHENOL,DL,17,397,524.3883326,4.795893404
107,PHENOL,DL,17,397,446.5177966,4.285645503
108,PHENOL,DL,17,397,428.6937713,4.25945461
115,CELLULOSE,NI,17,397,298.7952634,4.185782492
116,CELLULOSE,NI,17,397,284.4581593,4.558424203
117,CELLULOSE,NI,17,397,266.7448362,4.062748514
133,OXALATE,NI,17,397,255.8535826,14.71664113
134,OXALATE,NI,17,397,248.8558821,13.85190506
135,OXALATE,NI,17,397,269.6255441,13.10275744
142,PHENOL,NI,17,397,309.598333,4.918448001
143,PHENOL,NI,17,397,285.9472365,4.744346521
144,PHENOL,NI,17,397,217.9182731,3.929556508
151,CELLULOSE,NR,17,397,393.4288981,3.993658983
152,CELLULOSE,NR,17,397,417.0194147,4.269568271
153,CELLULOSE,NR,17,397,344.8163526,2.984808557
169,OXALATE,NR,17,397,397.3160837,14.55415414
170,OXALATE,NR,17,397,493.1627935,15.46263897
171,OXALATE,NR,17,397,452.4949892,14.54613951
178,PHENOL,NR,17,397,369.1339149,4.189158797
179,PHENOL,NR,17,397,327.8388288,3.8830488
180,PHENOL,NR,17,397,,
7,CELLULOSE,CTL,18,429,,
8,CELLULOSE,CTL,18,429,445.1090215,1.736139811
9,CELLULOSE,CTL,18,429,354.6328424,1.382337049
25,OXALATE,CTL,18,429,391.711492,15.23547253
26,OXALATE,CTL,18,429,451.3751691,12.72519772
27,OXALATE,CTL,18,429,369.4499383,11.50629379
34,PHENOL,CTL,18,429,392.2395822,3.95325377
35,PHENOL,CTL,18,429,394.2127048,4.152799664
36,PHENOL,CTL,18,429,430.1521541,4.305488494
43,CELLULOSE,DW,18,429,550.3973304,1.367738098
44,CELLULOSE,DW,18,429,452.0514448,2.241908986
45,CELLULOSE,DW,18,429,615.5548561,1.508328336
61,OXALATE,DW,18,429,612.9596101,14.6987298
62,OXALATE,DW,18,429,630.1093205,15.84174671
63,OXALATE,DW,18,429,662.9438047,13.73494224
70,PHENOL,DW,18,429,612.9581,6.978451043
71,PHENOL,DW,18,429,674.801128,6.725570459
72,PHENOL,DW,18,429,623.2934263,6.557172489
79,CELLULOSE,DL,18,429,,
80,CELLULOSE,DL,18,429,457.6155369,2.043877754
81,CELLULOSE,DL,18,429,506.7418983,2.73566186
97,OXALATE,DL,18,429,479.6296734,13.25065074
98,OXALATE,DL,18,429,,
99,OXALATE,DL,18,429,556.1575484,12.37085365
106,PHENOL,DL,18,429,557.6268233,4.908044651
107,PHENOL,DL,18,429,478.7013468,4.393174791
108,PHENOL,DL,18,429,462.7899114,4.370442323
115,CELLULOSE,NI,18,429,318.0271554,4.662140497
116,CELLULOSE,NI,18,429,303.3554956,5.058175302
117,CELLULOSE,NI,18,429,284.8079625,4.503327831
133,OXALATE,NI,18,429,275.1886957,14.78953154
134,OXALATE,NI,18,429,265.9617188,13.89335081
135,OXALATE,NI,18,429,285.4772883,13.14213996
142,PHENOL,NI,18,429,329.4450606,5.004140909
143,PHENOL,NI,18,429,305.4575315,4.832138233
144,PHENOL,NI,18,429,234.5007018,4.008176438
151,CELLULOSE,NR,18,429,422.6020283,4.268196906
152,CELLULOSE,NR,18,429,445.262262,4.553821129
153,CELLULOSE,NR,18,429,368.0463973,3.180879749
169,OXALATE,NR,18,429,421.647069,14.59885343
170,OXALATE,NR,18,429,520.5104811,15.51123074
171,OXALATE,NR,18,429,477.7482733,14.59087202
178,PHENOL,NR,18,429,391.1764115,4.268752731
179,PHENOL,NR,18,429,347.6949963,3.952748735
180,PHENOL,NR,18,429,,
7,CELLULOSE,CTL,19,447,,
8,CELLULOSE,CTL,19,447,460.8240757,1.822169365
9,CELLULOSE,CTL,19,447,364.8923746,1.450017262
25,OXALATE,CTL,19,447,395.639091,15.24098688
26,OXALATE,CTL,19,447,464.5171193,12.74156865
27,OXALATE,CTL,19,447,381.1085302,11.52158113
34,PHENOL,CTL,19,447,406.9690205,4.0052345
35,PHENOL,CTL,19,447,408.6897196,4.207766927
36,PHENOL,CTL,19,447,444.9804715,4.358987786
43,CELLULOSE,DW,19,447,567.9637556,1.432126887
44,CELLULOSE,DW,19,447,464.6491484,2.360813332
45,CELLULOSE,DW,19,447,636.7888919,1.595858209
61,OXALATE,DW,19,447,631.2194494,14.72378279
62,OXALATE,DW,19,447,649.442482,15.86838207
63,OXALATE,DW,19,447,682.8056914,13.76111538
70,PHENOL,DW,19,447,631.9951909,7.038465992
71,PHENOL,DW,19,447,695.833238,6.785988418
72,PHENOL,DW,19,447,644.0339507,6.616676877
79,CELLULOSE,DL,19,447,,
80,CELLULOSE,DL,19,447,473.8172144,2.153989763
81,CELLULOSE,DL,19,447,519.7499273,2.828156301
97,OXALATE,DL,19,447,493.8463324,13.27063563
98,OXALATE,DL,19,447,,
99,OXALATE,DL,19,447,573.7700062,12.39399737
106,PHENOL,DL,19,447,574.6355127,4.964018825
107,PHENOL,DL,19,447,490.9577093,4.4319268
108,PHENOL,DL,19,447,480.6870034,4.425657291
115,CELLULOSE,NI,19,447,329.876427,4.945055579
116,CELLULOSE,NI,19,447,313.3565971,5.303756507
117,CELLULOSE,NI,19,447,295.8157191,4.766814476
133,OXALATE,NI,19,447,286.0136408,14.82582536
134,OXALATE,NI,19,447,273.0758477,13.90522004
135,OXALATE,NI,19,447,292.6704526,13.1546163
142,PHENOL,NI,19,447,340.8581215,5.053858344
143,PHENOL,NI,19,447,316.7003271,4.882575058
144,PHENOL,NI,19,447,242.5407145,4.045109936
151,CELLULOSE,NR,19,447,436.4039635,4.395647217
152,CELLULOSE,NR,19,447,459.3068905,4.690368822
153,CELLULOSE,NR,19,447,376.1448541,3.244324196
169,OXALATE,NR,19,447,435.7347463,14.62498981
170,OXALATE,NR,19,447,537.6312627,15.54170203
171,OXALATE,NR,19,447,493.4066167,14.61883812
178,PHENOL,NR,19,447,404.5084846,4.315093075
179,PHENOL,NR,19,447,357.3394069,3.986405785
180,PHENOL,NR,19,447,,
7,CELLULOSE,CTL,20,473,,
8,CELLULOSE,CTL,20,473,483.6487978,1.947352877
9,CELLULOSE,CTL,20,473,378.3221748,1.539726636
25,OXALATE,CTL,20,473,408.3462666,15.25952051
26,OXALATE,CTL,20,473,486.2988084,12.77835891
27,OXALATE,CTL,20,473,400.8427726,11.54965908
34,PHENOL,CTL,20,473,426.1277505,4.071416586
35,PHENOL,CTL,20,473,426.0343107,4.271696294
36,PHENOL,CTL,20,473,463.948365,4.425787649
43,CELLULOSE,DW,20,473,584.4062459,1.495940995
44,CELLULOSE,DW,20,473,480.2133599,2.529000215
45,CELLULOSE,DW,20,473,667.8534483,1.730180481
61,OXALATE,DW,20,473,659.4977179,14.7626467
62,OXALATE,DW,20,473,679.3965357,15.90934637
63,OXALATE,DW,20,473,713.6944534,13.80161961
70,PHENOL,DW,20,473,663.6341198,7.134985752
71,PHENOL,DW,20,473,730.3109188,6.881837249
72,PHENOL,DW,20,473,676.1236291,6.706411571
79,CELLULOSE,DL,20,473,,
80,CELLULOSE,DL,20,473,497.7994054,2.317305284
81,CELLULOSE,DL,20,473,545.6400845,3.009595456
97,OXALATE,DL,20,473,501.2970703,13.28072737
98,OXALATE,DL,20,473,,
99,OXALATE,DL,20,473,597.4037869,12.42718052
106,PHENOL,DL,20,473,598.7504349,5.045223027
107,PHENOL,DL,20,473,505.1129374,4.47761846
108,PHENOL,DL,20,473,506.8604938,4.507589932
115,CELLULOSE,NI,20,473,345.6002434,5.344161636
116,CELLULOSE,NI,20,473,326.113953,5.621300872
117,CELLULOSE,NI,20,473,310.5628842,5.129584642
133,OXALATE,NI,20,473,301.0077379,14.88966284
134,OXALATE,NI,20,473,281.9151663,13.92713419
135,OXALATE,NI,20,473,300.9778731,13.17680674
142,PHENOL,NI,20,473,357.6336992,5.119811283
143,PHENOL,NI,20,473,330.9434196,4.939362101
144,PHENOL,NI,20,473,248.599651,4.068303664
151,CELLULOSE,NR,20,473,458.5837289,4.590409674
152,CELLULOSE,NR,20,473,482.5669106,4.898828715
153,CELLULOSE,NR,20,473,395.7508505,3.390484085
169,OXALATE,NR,20,473,449.0113646,14.64584993
170,OXALATE,NR,20,473,559.6182995,15.57696388
171,OXALATE,NR,20,473,510.348269,14.64565049
178,PHENOL,NR,20,473,419.1440728,4.365494553
179,PHENOL,NR,20,473,367.7794257,4.020067928
180,PHENOL,NR,20,473,,
7,CELLULOSE,CTL,21,496,,
8,CELLULOSE,CTL,21,496,506.4253081,2.083557706
9,CELLULOSE,CTL,21,496,387.0352395,1.606159202
25,OXALATE,CTL,21,496,418.3040268,15.2726765
26,OXALATE,CTL,21,496,504.4715345,12.79760825
27,OXALATE,CTL,21,496,397.9998654,11.54327315
34,PHENOL,CTL,21,496,442.5683359,4.128162819
35,PHENOL,CTL,21,496,444.1364754,4.338791625
36,PHENOL,CTL,21,496,483.1318107,4.494131282
43,CELLULOSE,DW,21,496,609.8468451,1.590658125
44,CELLULOSE,DW,21,496,495.3405519,2.69384981
45,CELLULOSE,DW,21,496,698.1534145,1.864288776
61,OXALATE,DW,21,496,685.5752012,14.79865437
62,OXALATE,DW,21,496,705.9719908,15.94539319
63,OXALATE,DW,21,496,741.7726035,13.83805837
70,PHENOL,DW,21,496,692.1351951,7.231532143
71,PHENOL,DW,21,496,761.6373608,6.969338714
72,PHENOL,DW,21,496,687.5834449,6.736969064
79,CELLULOSE,DL,21,496,,
80,CELLULOSE,DL,21,496,509.8971295,2.402255231
81,CELLULOSE,DL,21,496,568.4564617,3.169806002
97,OXALATE,DL,21,496,510.1149392,13.29098305
98,OXALATE,DL,21,496,,
99,OXALATE,DL,21,496,617.0679929,12.4516354
106,PHENOL,DL,21,496,618.0208305,5.100101746
107,PHENOL,DL,21,496,524.378571,4.538170186
108,PHENOL,DL,21,496,520.7225055,4.548030507
115,CELLULOSE,NI,21,496,359.7317272,5.671451896
116,CELLULOSE,NI,21,496,335.951231,5.828881682
117,CELLULOSE,NI,21,496,322.2453248,5.384207179
133,OXALATE,NI,21,496,314.9870943,14.92543856
134,OXALATE,NI,21,496,291.7554197,13.94314192
135,OXALATE,NI,21,496,309.6483776,13.18955734
142,PHENOL,NI,21,496,374.2123474,5.193695816
143,PHENOL,NI,21,496,343.0333397,4.991013352
144,PHENOL,NI,21,496,257.252011,4.104551334
151,CELLULOSE,NR,21,496,453.8379984,4.534248803
152,CELLULOSE,NR,21,496,501.4612608,5.057703032
153,CELLULOSE,NR,21,496,406.9723588,3.467015371
169,OXALATE,NR,21,496,462.6227573,14.67037528
170,OXALATE,NR,21,496,585.5000447,15.6242439
171,OXALATE,NR,21,496,530.4130093,14.68194992
178,PHENOL,NR,21,496,435.7658874,4.422041882
179,PHENOL,NR,21,496,384.0520354,4.077084698
180,PHENOL,NR,21,496,,
7,CELLULOSE,CTL,22,518,,
8,CELLULOSE,CTL,22,518,529.4193276,2.211524043
9,CELLULOSE,CTL,22,518,400.5929184,1.700222914
25,OXALATE,CTL,22,518,426.429131,15.28436181
26,OXALATE,CTL,22,518,525.6831769,12.83821228
27,OXALATE,CTL,22,518,414.0989505,11.5656137
34,PHENOL,CTL,22,518,450.1660482,4.152241963
35,PHENOL,CTL,22,518,459.4955592,4.39343308
36,PHENOL,CTL,22,518,499.5537586,4.550798372
43,CELLULOSE,DW,22,518,636.0316552,1.694732534
44,CELLULOSE,DW,22,518,505.2899422,2.821966416
45,CELLULOSE,DW,22,518,728.1275438,2.008724652
61,OXALATE,DW,22,518,713.4405999,14.83843086
62,OXALATE,DW,22,518,717.6049366,15.95994062
63,OXALATE,DW,22,518,770.0068315,13.87609295
70,PHENOL,DW,22,518,719.4392645,7.324084706
71,PHENOL,DW,22,518,790.8737317,7.052546407
72,PHENOL,DW,22,518,699.5813,6.769078399
79,CELLULOSE,DL,22,518,,
80,CELLULOSE,DL,22,518,526.2143793,2.512066318
81,CELLULOSE,DL,22,518,585.8830827,3.287631778
97,OXALATE,DL,22,518,527.283192,13.3156872
98,OXALATE,DL,22,518,,
99,OXALATE,DL,22,518,641.8439127,12.48646865
106,PHENOL,DL,22,518,639.5509124,5.165791052
107,PHENOL,DL,22,518,541.2214668,4.58978361
108,PHENOL,DL,22,518,519.1301551,4.539332876
115,CELLULOSE,NI,22,518,370.2496172,5.925607716
116,CELLULOSE,NI,22,518,344.2984999,6.000229526
117,CELLULOSE,NI,22,518,331.4127506,5.587328452
133,OXALATE,NI,22,518,328.8754827,14.99087931
134,OXALATE,NI,22,518,297.5134319,13.95848656
135,OXALATE,NI,22,518,315.9598755,13.20856884
142,PHENOL,NI,22,518,390.7888465,5.25422254
